id,BIO_anno,class
23,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
24,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O,0
25,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,0
26,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,0
27,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O,0
28,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
29,O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O B-COMMENTS_ADJ O O O O O O,0
30,O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O,0
31,O O O O O O O O O O O B-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O,0
32,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,0
33,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT O O O B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,0
34,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,0
35,O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O,0
36,O O B-BANK I-BANK O O O O O O O B-PRODUCT I-PRODUCT,0
37,O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O,0
38,O O O O O O O O O B-BANK I-BANK O O O O O,0
39,B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,0
40,O O B-BANK I-BANK O B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
41,O O O O O O O O O O O O O O O O O O O O O O O O O O O,0
42,O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O,0
43,O O O O O O O O O O O O O O B-BANK I-BANK,0
44,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0
45,B-BANK I-BANK O O O O O O O O O O,0
46,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ O O O O,0
47,O O O O B-BANK I-BANK O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O,0
48,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,0
49,O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,0
50,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
51,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,0
52,O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ,0
53,O O O O O O O O O O O O O B-BANK I-BANK B-BANK I-BANK,0
54,O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
55,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,0
56,O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
57,B-BANK I-BANK O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,0
58,B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
59,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N,0
60,O O O O O O O O O B-PRODUCT I-PRODUCT O O O O B-BANK I-BANK O O O O O O,0
61,O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O,0
62,O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,0
63,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O,0
64,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
65,O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
66,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O,0
67,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,0
68,O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
69,O O O O O O O O O O,0
70,O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O,0
71,O O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N,0
72,O O O O O O O O O,0
73,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,0
74,O O O O O O B-COMMENTS_ADJ O O O O O O,0
75,O O O B-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O,0
76,B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
77,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-BANK I-BANK O O O O O O O O B-BANK I-BANK O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O,0
78,B-PRODUCT I-PRODUCT I-PRODUCT O O,0
79,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O,0
80,O O O O B-PRODUCT O O O O O O O O O O O O B-COMMENTS_N B-PRODUCT,0
81,O O O O O O O O O O O O O O O O O O O O O O O O O O,0
82,O O O O O O O O O O O O O O O O O O O O O,0
83,O O O O O O O O O O O O O B-PRODUCT O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,0
84,O O O O O O O O O B-PRODUCT I-PRODUCT,0
85,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
86,O O O O O O O B-BANK I-BANK O O,0
87,O O O O O B-PRODUCT I-PRODUCT O,0
88,B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK B-COMMENTS_ADJ O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O O O,0
89,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-BANK I-BANK O O O O O,0
90,O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,0
91,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,0
92,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O,0
93,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,0
94,O O O O O O O O O B-BANK I-BANK O O O O O O O O,0
95,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
96,O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O,0
97,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
98,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ O O B-BANK I-BANK O O O O B-COMMENTS_ADJ O O O,0
99,O O O O O O O O B-COMMENTS_ADJ,0
100,O O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,0
101,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
102,O O O O O O B-PRODUCT O O O O O O O O O O O O,0
103,O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-BANK I-BANK O B-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ,0
104,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
105,O O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,0
106,O O O O O O O O O O O O O O O O O O O O O O,0
107,B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,0
108,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O,0
109,B-BANK I-BANK O B-BANK I-BANK,0
110,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O,0
111,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,0
112,B-COMMENTS_ADJ O O O O,0
113,O O O O O B-BANK I-BANK O O O O O,0
114,O O O O O O O O O O O O O O O O,0
115,O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O,0
116,O O O O O B-BANK I-BANK O O O O O,0
117,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ,0
118,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O,0
119,O O O O O B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O,0
120,O O O O O O O O O O O O O O O O O,0
121,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,0
122,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
123,O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O,0
124,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
125,O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O,0
126,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O,0
127,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,0
128,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,0
129,B-BANK I-BANK O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
130,O O O O O O O O O O O O O B-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT O O,0
131,O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O,0
132,O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N,0
133,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
134,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0
135,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0
136,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-BANK I-BANK,0
137,O O O O O O O B-COMMENTS_N I-COMMENTS_N,0
138,O O B-COMMENTS_N I-PRODUCT O O O O O O O O O O O,0
139,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,0
140,O O O O O O O O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,0
141,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O,0
142,B-BANK I-BANK O O O O O,0
143,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O O,0
144,B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O,0
145,B-BANK I-BANK O B-BANK I-BANK B-COMMENTS_ADJ,0
146,O O O O O B-PRODUCT I-PRODUCT O O O O O O,0
147,O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ,0
148,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O,0
149,O O O O O O O O O O O O O O O O O O O O O O O O O O O O I-COMMENTS_ADJ I-COMMENTS_ADJ O,0
150,O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT,0
151,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N O O O O O O O O O,0
152,O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O,0
153,O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O,0
154,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0
155,O O O O O O O B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O,0
156,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
157,O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,0
158,B-COMMENTS_ADJ O O O,0
159,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,0
160,O O O O O O O O O O O O O O O O O O O O,0
161,O O O O O I-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,0
162,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,0
163,O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,0
164,O O O O O O O B-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
165,O O O O O O O O O O O O O O O O O O O O O O O O O O,0
166,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O,0
167,O O B-BANK I-BANK B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O O,0
168,O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,0
169,O O O O O O O O O O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT,0
170,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0
171,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT B-COMMENTS_ADJ O O O O O O O O O O O O O,0
172,B-BANK I-BANK O O O O O O O O,0
173,B-PRODUCT I-PRODUCT I-PRODUCT O O O O,0
174,O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
175,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,0
176,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,0
177,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT I-PRODUCT O,0
178,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-PRODUCT O O O O O O O O,0
179,O O O O O O O O O O O O O O O O O O O O O O O O,0
180,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
181,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N,0
182,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,0
183,O O O O O O O O O,0
184,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O,0
185,B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
186,O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O,0
187,O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,0
188,O O O O O O O B-BANK I-BANK O B-BANK I-BANK,0
189,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,0
190,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O,0
191,O O B-BANK I-BANK O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O,0
192,O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,0
193,B-BANK I-BANK O O O O B-PRODUCT I-PRODUCT,0
194,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O,0
195,B-PRODUCT I-PRODUCT O,0
196,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,0
197,O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT O,0
198,O O O O O O O,0
199,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
200,O O O O B-PRODUCT I-PRODUCT O O,0
201,B-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O,0
202,O O O O O O O B-BANK I-BANK O O O O,0
203,O O I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O,0
204,O O O O O O O O O O O O O,0
205,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O,0
206,B-BANK I-BANK O O O O,0
207,O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O,0
208,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,0
209,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ,0
210,O O O O O O O O O O O B-COMMENTS_ADJ O B-COMMENTS_ADJ,0
211,B-BANK I-BANK B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,0
212,O O O O O O O O O O O O O O O O,0
213,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
214,O O O O O O O O O O O B-BANK I-BANK O O O O O O O O,0
215,O O O O O O O O O,0
216,O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,0
217,B-COMMENTS_ADJ O O,0
218,B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O,0
219,O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT,0
220,O O O O O O O O O O O O O O O O O O O O O O,0
221,O O O O O O B-PRODUCT I-PRODUCT O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O,0
222,O O O O O O O O O O O,0
223,O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ O,0
224,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT O,0
225,O O O O O O O B-COMMENTS_ADJ O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ,0
226,O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,0
